X,Y,Z,SIGNAL_STRENGTH
-140,5,-2,183
-144,5,-6,183
-143,5,-25,45
65,-2,-32,84
68,-2,-31,167
63,-2,-26,175
67,-2,-26,175
69,-2,-24,175
56,-2,-18,175
64,-2,-18,175
69,-2,-17,175
72,-3,-15,167
64,-2,-11,175
65,-2,-9,167
65,-2,-7,175
60,-2,-5,167
58,-2,-3,159
60,-2,-1,175
-141,5,96,84
-134,5,86,191
-136,5,82,175
-140,5,78,175
-141,5,74,183
-136,5,65,183
-140,5,63,183
-137,5,57,183
-137,5,53,175
-138,5,49,183
-143,5,46,183
-142,5,41,175
-143,5,37,183
-137,5,31,183
-135,5,27,183
-141,5,23,183
-139,5,19,175
-140,5,15,183
-141,5,10,175
-138,5,6,175
-140,5,2,175
-138,5,-2,183
-141,5,-6,183
-132,5,-23,35
-37,1,-12,40
66,-2,-32,98
60,-2,-27,167
65,-2,-27,175
61,-2,-23,167
64,-2,-22,167
59,-2,-18,175
61,-2,-16,159
61,-2,-14,167
66,-2,-13,175
66,-2,-11,175
63,-2,-9,175
58,-2,-6,183
61,-2,-5,167
62,-2,-3,175
61,-2,-1,167
63,-3,1,175
69,-4,3,175
62,-3,5,175
61,-3,7,183
55,-3,8,167
58,-3,10,175
62,-3,13,175
53,-3,13,175
63,-3,17,175
60,-3,18,183
61,-3,21,175
63,-3,24,175
58,-3,24,167
66,-3,29,175
61,-3,30,175
60,-3,32,167
56,-3,32,175
56,-3,35,167
60,-3,40,167
58,-3,41,183
60,-3,45,175
62,-3,50,167
67,-3,57,159
58,-3,58,98
59,-3,64,175
51,-3,59,167
61,-3,74,175
59,-3,77,175
55,-3,76,183
60,-3,89,175
61,-3,97,175
56,-3,96,167
62,-3,114,175
106,-6,213,167
102,-5,223,183
97,-5,229,167
85,-4,222,183
79,-4,225,175
69,-4,220,175
63,-3,223,175
56,-3,221,167
48,-3,216,183
43,-2,218,183
36,-2,218,183
30,-2,218,175
24,-1,219,175
17,-1,216,183
11,-1,218,183
4,0,216,175
-1,0,221,183
-8,0,213,183
-14,1,217,175
-21,1,216,175
-27,1,210,183
-35,2,216,183
-40,2,209,175
-47,2,215,183
-53,3,214,183
-59,3,213,183
-68,4,218,167
-76,4,219,167
-86,4,223,159
-93,5,219,159
-100,5,219,183
-109,6,219,175
-113,6,215,183
-122,6,217,175
-135,7,221,167
-139,7,214,175
-151,8,215,167
-162,8,214,159
-176,9,219,159
-190,10,220,167
-192,10,209,159
-198,10,203,159
-197,10,187,159
-194,10,174,167
-195,10,163,175
-141,7,95,84
-137,7,87,183
-136,7,80,175
-136,7,74,175
-138,7,71,183
-144,8,68,175
-134,7,59,175
-131,7,54,183
-137,7,51,183
-136,7,47,175
-137,7,43,183
-138,7,38,183
-139,7,34,183
-142,7,30,175
-137,7,26,191
-139,7,22,175
-141,7,18,183
-141,7,14,183
-137,7,10,183
-131,7,5,183
-141,7,2,183
-139,7,-2,183
-141,7,-6,183
-137,7,-23,50
-21,1,-6,30
58,-3,-29,70
62,-3,-28,167
67,-4,-28,167
63,-3,-24,175
63,-3,-22,175
67,-4,-21,167
65,-3,-18,167
57,-3,-14,167
61,-3,-12,175
66,-3,-11,175
60,-3,-8,175
62,-3,-7,175
58,-3,-4,167
60,-3,-3,175
63,-3,-1,175
65,-3,1,167
60,-3,3,175
54,-3,4,167
60,-3,7,175
62,-3,9,175
67,-4,12,175
62,-3,13,167
63,-3,16,175
59,-3,16,167
64,-3,20,183
60,-3,21,167
57,-3,22,183
64,-3,27,175
55,-3,25,167
56,-3,28,175
57,-3,31,175
61,-3,35,175
57,-3,35,159
59,-3,39,167
58,-3,42,175
62,-3,47,167
62,-3,51,167
58,-3,50,167
60,-3,56,175
62,-3,62,159
60,-3,63,159
59,-3,66,175
63,-3,76,167
60,-3,77,159
59,-3,81,159
59,-3,87,175
56,-3,88,183
64,-3,107,183
59,-3,105,175
98,-5,212,98
95,-5,223,175
85,-4,221,175
78,-4,222,167
70,-4,222,183
64,-3,228,175
55,-3,220,167
48,-3,221,175
42,-2,223,183
35,-2,222,175
28,-1,222,191
22,-1,223,191
16,-1,220,175
10,-1,223,183
4,0,219,183
-3,0,219,167
-9,0,213,183
-16,1,219,183
-22,1,216,175
-29,2,219,183
-37,2,219,175
-43,2,218,183
-48,3,213,175
-54,3,212,183
-62,3,216,183
-69,4,217,183
-77,4,218,175
-84,4,215,183
-95,5,223,159
-101,5,217,175
-110,6,218,183
-122,6,223,175
-128,7,218,183
-134,7,213,175
-148,8,220,175
-156,8,217,183
-171,9,221,167
-190,10,209,98
-201,11,190,98
-195,10,173,159
-186,10,154,167
-139,7,95,84
-134,7,86,183
-132,7,79,175
-141,7,79,183
-130,7,67,175
-138,7,66,175
-135,7,60,175
-137,7,56,183
-133,7,50,175
-143,8,50,175
-137,7,43,183
-145,8,41,175
-135,7,34,175
-137,7,31,183
-139,7,26,167
-137,7,21,183
-137,7,18,175
-137,7,14,183
-134,7,10,183
-135,7,6,183
-138,7,2,183
-136,7,-2,183
-139,7,-6,183
-131,7,-22,45
-58,3,-18,35
34,-2,-20,35
59,-3,-29,98
57,-3,-25,167
60,-3,-25,159
60,-3,-22,167
63,-3,-21,175
61,-3,-19,167
65,-3,-17,175
66,-3,-15,175
64,-3,-13,175
62,-3,-10,175
64,-3,-9,183
60,-3,-6,175
59,-3,-4,167
59,-3,-2,167
63,-3,-1,183
60,-3,1,175
71,-4,4,167
59,-3,5,183
60,-3,7,167
65,-3,10,175
60,-3,11,183
61,-3,13,167
64,-3,16,175
62,-3,18,175
60,-3,19,175
58,-3,20,175
60,-3,23,191
58,-3,24,167
57,-3,26,167
58,-3,29,167
57,-3,31,175
61,-3,35,167
59,-3,37,175
57,-3,38,167
64,-3,45,167
57,-3,43,159
67,-4,55,159
68,-4,60,159
61,-3,57,175
61,-3,62,167
61,-3,66,159
56,-3,64,175
57,-3,71,159
61,-3,80,175
52,-3,73,175
59,-3,88,167
56,-3,101,98
105,-5,204,159
108,-6,227,167
100,-5,227,183
91,-5,227,167
82,-4,227,159
73,-4,225,175
65,-3,222,183
58,-3,223,183
51,-3,218,183
44,-2,219,175
38,-2,221,183
32,-2,218,183
25,-1,218,183
19,-1,219,183
13,-1,219,183
7,0,226,191
0,0,213,183
-7,0,220,183
-12,1,215,183
-18,1,219,191
-24,1,220,191
-29,2,209,183
-37,2,219,183
-44,2,225,175
-60,3,219,98
-66,3,215,175
-75,4,219,175
-91,5,214,98
-100,5,215,175
-112,6,222,175
-117,6,215,175
-123,6,212,183
-132,7,211,175
-143,7,214,175
-154,8,216,167
-168,9,219,175
-178,9,217,167
-198,10,204,98
-195,10,187,159
-195,10,176,167
-193,10,163,183
-141,7,97,84
-134,7,86,183
-138,7,83,183
-138,7,78,183
-137,7,72,175
-135,7,66,183
-138,7,63,183
-137,7,57,175
-140,7,53,167
-141,7,49,183
-136,7,43,183
-140,7,40,175
-136,7,35,183
-137,7,31,183
-140,7,28,183
-134,7,22,175
-136,7,18,175
-138,7,14,175
-137,7,10,183
-135,7,5,183
-136,7,2,183
-139,7,-2,183
-139,7,-6,183
-144,8,-24,45
56,-3,-28,70
61,-3,-28,167
58,-3,-24,175
58,-3,-22,183
65,-3,-23,159
57,-3,-18,175
60,-3,-17,183
72,-4,-18,167
64,-3,-13,175
62,-3,-11,175
62,-3,-9,159
60,-3,-7,167
64,-3,-5,183
62,-3,-3,167
57,-3,-1,175
62,-3,1,183
64,-3,3,167
64,-3,5,175
55,-3,6,175
60,-3,8,175
60,-3,10,183
59,-3,12,167
60,-3,14,175
56,-3,15,175
61,-3,19,167
64,-3,22,167
62,-3,23,167
67,-3,27,175
60,-3,27,167
60,-3,29,167
56,-3,29,183
56,-3,31,183
61,-3,37,167
62,-3,40,175
59,-3,41,175
55,-3,41,167
62,-3,49,159
69,-4,59,167
59,-3,54,159
59,-3,57,167
62,-3,64,175
56,-3,69,98
58,-3,76,167
60,-3,83,167
60,-3,90,175
56,-3,98,98
92,-5,176,159
105,-5,216,159
100,-5,225,175
90,-5,221,167
73,-4,221,112
67,-3,222,183
59,-3,219,183
52,-3,218,167
46,-2,222,191
38,-2,212,183
31,-2,214,183
26,-1,215,183
21,-1,220,183
14,-1,215,191
7,0,215,183
1,0,217,183
-5,0,209,183
-11,1,214,175
-17,1,215,183
-23,1,212,183
-29,2,216,183
-35,2,212,183
-42,2,217,183
-48,3,216,183
-53,3,209,183
-60,3,214,183
-67,4,215,175
-74,4,213,175
-82,4,217,183
-87,5,213,183
